licence number,establishment name,location address line 1,location address line 2,location address city,location postal code,licence type,licence sub type,capacity
179361,M.V. ORCA SPIRIT,146 KINGSTON ST,PO BOX 5441 STN B,VICTORIA,V8R6S4,Liquor Primary,,40
207345,M.V. PHOEBE ANN,01 FINLAYSON STREET,Moored at: Foot of Finlayson Street,SICAMOUS,V0E2V0,Liquor Primary,,40
161065,M.V. Pride of Vancouver,450 Denman Street,,VANCOUVER,V6G3J1,Liquor Primary,,229
302456,M.V. Queen of Diamonds,"Dock B, Plaza of Nations Marina",750 Pacific Blvd.,VANCOUVER,V6B5E7,Food Primary,,400
302535,M.V. Raincoast Maiden,1943 Peninsula Road,,UCLUELET,V0R3A0,Liquor Primary,,25
154441,M.V. Royal Vancouver 1,CMHC Government Dock (Johnston St & Duranleau St),Granville Island,VANCOUVER,V6H3S3,Liquor Primary,,108
189211,M.V. Spirit of Yalis,No 1 North Foot of Denman Street,,VANCOUVER,V6G2W9,Liquor Primary,,90
217835,M.V. Star of Vancouver,Bayshore West Marina,450 Denman St,VANCOUVER,V6G3J1,Food Primary,,100
302016,M.V. The Boardroom,100 Bernard Ave.,Sails Dock,KELOWNA,V1Y1A8,Food Primary,,90
171231,M8,1010 Beach Ave Unit #3,,VANCOUVER,V6E1T7,Food Primary,,90
302920,MA Artisan Wine Shop  @ Lonsdale,#119 - 123 Carrie Cates Court,,NORTH VANCOUVER,V7M3K7,Wine Store,Off-site Winery Store,
213301,MA DANG COUL KOREAN RESTAURANT,847 DENMAN ST,,VANCOUVER,V6G2L7,Food Primary,,28
123915,MACKENZIE 200 OSILINKA SOCIETY,200 OSILINKA ST,PO BOX 398,MACKENZIE,V0J2C0,Liquor Primary,Club,255
132783,MACKENZIE PLACE,101 STEWART DR,,MACKENZIE,V0J2C0,Liquor Primary,,203
216648,MAGURO SUSHI,5241 LADNER TRUNK RD,,DELTA,V4K1W4,Food Primary,,64
212402,MAHOROBA JAPANESE RESTAURANT,2921 30 AVE,,VERNON,V1T2B8,Food Primary,,40
42124,MAIN STREET DINER,616 BAKER ST,,NELSON,V1L4J4,Food Primary,,69
169897,MALAKWA CAFE,HWY  1,GENERAL DELIVERY,MALAKWA,V0E2J0,Food Primary,,98
14516,MAMA PANDA,9608 100TH ST,,FORT ST. JOHN,V1J3X8,Food Primary,,160
153693,MAMMA ROSA RESTAURANT,561 LAWRENCE AVE,,KELOWNA,V1Y6L8,Food Primary,,60
117042,MAN CAMP ON GOLDSTREAM RIVER,1 KM North of Mica Creek,,REVELSTOKE,V0E2S0,Liquor Primary,,245
88499,MANDARIN VILLAGE RESTAURANT,207 5TH ST,,COURTENAY,V9N1J5,Food Primary,,102
102550,MANNING PARK RESORT - PINEWOODS LODGE,7500 Manning Park Hwy No. 3,,MANNING PARK,V0X1R0,Liquor Primary,,118
102565,MANNING PARK RESORT - PINEWOODS LODGE,7500 Manning Park Hwy No. 3,,MANNING PARK,V0X1R0,Food Primary,,782
103438,MANNING PARK RESORT - SKI AREA DAYLODGE,7500 Manning Park Hwy  NO  3,,MANNING PARK,V0X1R0,Food Primary,,125
203707,MANTEO RESORT HOTEL,3766 LAKESHORE RD,,KELOWNA,V1W3L4,Liquor Primary,,27
208857,MANZO JAPANESE RESTAURANT,2170 - 8391 ALEXANDRA RD,,RICHMOND,V6X1C3,Food Primary,,38
16031,MAPLE BAY YACHT CLUB,6337 GENOA BAY RD,,MAPLE BAY,V9L1M3,Liquor Primary,Club,232
37224,MAPLE RIDGE GOLF COURSE,20818 GOLF LANE,,MAPLE RIDGE,V2X1M2,Liquor Primary,,185
126241,MAPLE RIDGE LANES,22730 119TH AVE,,MAPLE RIDGE,V2X2Z8,Liquor Primary,,40
204261,MAPLE RIDGE LANES,22730 119TH AVE,,MAPLE RIDGE,V2X2Z8,Food Primary,,46
175628,MARCELLO PIZZERIA & RISTORANTE,1404 COMMERCIAL DR,,VANCOUVER,V5L3X9,Food Primary,,118
177851,MARCH MEADOWS GOLF CLUB,10298 S  SHORE RD,BOX 236,HONEYMOON BAY,V0R1Y0,Liquor Primary,,151
183953,MARG'S BAR & GRILL,272 WAKAS DR,,BELLA BELLA,V0T1Z0,Liquor Primary,,110
166111,MARIA'S SOUVLAKI AND GREEK SNACK BAR,9812 2nd Street,,SIDNEY,V8L3C6,Food Primary,,66
21544,MARINE INN,4429 MARINE AVE,,POWELL RIVER,V8A2J9,Liquor Primary,,77
53817,MARINE INN,4429 MARINE AVE,,POWELL RIVER,V8A2J9,Food Primary,,389
1890,MARTINI'S RESTAURANT,151 W  BROADWAY,,VANCOUVER,V5Y1P4,Food Primary,,76
146671,MARY'S BLEUE MOON CAFE,9535 CANORA RD,,SIDNEY,V8L3C9,Food Primary,,106
187963,MASONS MOTOR LODGE,203 PANDORA AVE,BOX 10,ZEBALLOS,V0P2A0,Food Primary,,98
147297,MATSUYAMA JAPANESE RESTAURANT,110 - 8500 ALEXANDRA RD,,RICHMOND,V6X3L4,Food Primary,,132
110100,MAUDE HUNTERS,3810 SHELBOURNE ST,,SAANICH,V8P4H5,Liquor Primary,,100
193350,MAUDE HUNTERS,3810 SHELBOURNE ST,,SAANICH,V8P4H5,Licensee Retail Store,,
149116,MAYNE INN,494 ARBUTUS DR,,MAYNE ISLAND,V0N2J0,Food Primary,,388
103239,MCBRIDE CURLING CLUB,461 COLUMBIA ST,,MCBRIDE,V0J2E0,Liquor Primary,,100
24943,MCBRIDE HOTEL,100 First Ave,,MCBRIDE,V0J2E0,Liquor Primary,,146
160826,MCCULLOCH ORCHARD GREENS GOLF CLUB,2777 K L O  RD,,KELOWNA,V1W4A5,Food Primary,,101
164637,MCCULLOCH ORCHARD GREENS GOLF CLUB,2777 K L O  RD,,KELOWNA,V1W4A5,Liquor Primary,,92
104578,MCCULLOCH STATION PUB,2789 K.L.O.  RD,,KELOWNA,V1W4A6,Liquor Primary,,157
193277,MCCULLOCH STATION PUB,2789 K.L.O.  RD,,KELOWNA,V1W4A6,Licensee Retail Store,,
218268,MCCURDY CORNER BOWLING CENTRE,124 - 948 MCCURDY ROAD,,KELOWNA,V1X2P7,Liquor Primary,,100
181453,MCGIRR SPORTS FIELDS,6185 MCGIRR RD,,NANAIMO,V9V1M1,Liquor Primary,,600
39771,MCPHERSON PLAYHOUSE,3 CENTENNIAL SQUARE,,VICTORIA,V8W1P5,Liquor Primary,,874
13622,ME-N-ED'S PIZZA PARLOR (BURNABY),7110 Hall Avenue,,BURNABY,V5E3B1,Food Primary,,207
97420,ME-N-ED'S PIZZA PARLOR (COQUITLAM),1121 AUSTIN AVE,,COQUITLAM,V3K3P4,Food Primary,,76
171822,ME-N-ED'S PIZZA PARLOR (PORT COQUITLAM),2233 MCALLISTER AVE,,PORT COQUITLAM,V3C2A9,Food Primary,,118
137184,MEADOW CREEK GOLF CLUB,600 Golf Course Road,,LOGAN LAKE,V0K1W0,Liquor Primary,,45
112101,MEADOW GARDENS GOLF COURSE,19675 MEADOW GARDENS WAY,,PITT MEADOWS,V3Y1Z2,Liquor Primary,,171
112112,MEADOW GARDENS GOLF COURSE,19675 MEADOW GARDENS WAY,,PITT MEADOWS,V3Y1Z2,Food Primary,,782
170174,MEADOWLANDS GOLF & COUNTRY CLUB,36036 SOUTH PARELLEL RD,,ABBOTSFORD,V3G2K4,Food Primary,,50
210405,MEADOWLANDS GOLF & COUNTRY CLUB,36036 SOUTH PARELLEL RD,,ABBOTSFORD,V3G2K4,Liquor Primary,,
36608,MEADOWLANDS GOLF AND COUNTRY CLUB,47823 YALE RD,,CHILLIWACK,V2P7N3,Liquor Primary,,81
147941,MEADOWLANDS GOLF AND COUNTRY CLUB,47823 YALE RD,,CHILLIWACK,V2P7N3,Food Primary,,158
43291,MEE WAH RESTAURANT,1950 A OAK BAY AVE,,VICTORIA,V8R1C9,Food Primary,,60
182174,MEKONG RESTAURANT (1030 HARVEY AVE),1030 HARVEY AVE,,KELOWNA,V1Y8S4,Food Primary,,283
200450,MELRICHES COFFEEHOUSE,1244 DAVIE ST,,VANCOUVER,V6E1N3,Food Primary,,25
122822,MELTING POT EATERY,BOX 186,,RADIUM HOT SPRINGS,V0A1M0,Food Primary,,280
102806,MERRITT GOLF & COUNTRY CLUB,1450 JUNIPER DR,,MERRITT,V1K1J6,Liquor Primary,,93
117498,METCHOSIN GOLF & COUNTRY CLUB,4100 METCHOSIN RD,,VICTORIA,V9C3Z6,Liquor Primary,,231
31259,METROPOLITAN HOTEL,645 HOWE ST,,VANCOUVER,V6C2Y9,Liquor Primary,,140
31264,METROPOLITAN HOTEL,645 HOWE ST,,VANCOUVER,V6C2Y9,Food Primary,,581
210390,MGM RESTAURANT,240 NICOL ST,,NANAIMO,V9R4T2,Food Primary,,180
203576,MICHAEL'S BEER FACTORY,180 2000 SPALL RD,,KELOWNA,V1Y9P6,UBrew/UVin,,
213998,MICHAEL'S OFF MAIN,355 4TH STREET,,COURTENAY,V9N2G8,Food Primary,,48
129718,MICHAELBROOK RANCH GOLF CLUB,1085 LEXINGTON DR,,KELOWNA,V1W4M8,Liquor Primary,,72
129723,MICHAELBROOK RANCH GOLF CLUB,1085 LEXINGTON DR,,KELOWNA,V1W4M8,Food Primary,,237
159627,MIDDLE BEACH LODGE,400 Mackenzie Beach Rd ,,TOFINO,V0R2Z0,Food Primary,,94
182180,MIKE WIEGELE HELICOPTER SKIING,YELLOWHEAD HWY NW FRONTAGE,BOX 159,BLUE RIVER,V0E1J0,Food Primary,,176
142519,MIKO SUSHI JAPANESE RESTAURANT,1335 ROBSON ST,,VANCOUVER,V6E1C6,Food Primary,,40
13994,MILLOS,716 BURDETT ST,,VICTORIA,V8W3G2,Food Primary,,178
44776,MINERVA PIZZA & RESTAURANT,2411 W  41ST  AVE,,VANCOUVER,V6M2A5,Food Primary,,138
111559,MINOAS TAVERNA,3823 KINGSWAY,,BURNABY,V5H1Y5,Food Primary,,88
123868,MINOS GREEK SOUVLAKI RESTAURANT,262 TRANQUILLE RD,,KAMLOOPS,V2B3G3,Food Primary,,84
203995,MISSION CREEK WINE CELLARS,22 3155 LAKESHORE RD,,KELOWNA,V1W3S9,UBrew/UVin,,
45330,MISSION GRANITE CLUB,PO  BOX 3176,,MISSION,V2V4J4,Liquor Primary,Club,80
161217,MISSION HILLS GOLF COURSE,3320 Theatre Road,,CRANBROOK,V1C7B8,Liquor Primary,,21
161222,MISSION HILLS GOLF COURSE,3320 Theatre Road,,CRANBROOK,V1C7B8,Food Primary,,132
308724,MJ Liquor Distribution Inc.,,,,,Agent,,
183231,MO:LE on Millstream,2345 Millstream Rd,,VICTORIA,V9B3R5,Food Primary,,126
65728,MOBY DICK RESTAURANT,15479 MARINE DR,,WHITE ROCK,V4B1C9,Food Primary,,55
167120,MOLLY'S REACH,647 SCHOOL RD,,GIBSONS,V0N1V0,Food Primary,,108
37004,MOLYHILLS GOLF COURSE,1400 East Francois Lake Road,,FRASER LAKE,V0J1S0,Liquor Primary,,114
126806,MOM'S CAFE,2036 SHIELDS RD,,SOOKE,V0S1N0,Food Primary,,75
114963,MONKEY TREE PUB,4025 BORDEN ST,,SAANICH,V8X2E8,Liquor Primary,,118
191339,MONKEY TREE PUB,4025 BORDEN ST,,SAANICH,V8X2E8,Licensee Retail Store,,
210934,MONTAGUE HARBOUR MARINA,3451 MONTAGUE RD,"S 17, C 57, RR 1",GALIANO ISLAND,V0N1P0,Food Primary,,50
201605,MONTANA'S COOKHOUSE,4715 RUTHERFORD RD,,NANAIMO,V9T5S5,Food Primary,,185
170284,MONTGOMERY'S COTTAGE LUNCH,15539 MARINE DR,,WHITE ROCK,V4B1C9,Food Primary,,25
168144,MOOSE'S DOWN UNDER,830 W  PENDER ST,,VANCOUVER,V6C1J8,Food Primary,,176
167533,MORGAN CREEK GOLF COURSE,3500 MORGAN CREEK WAY,,SURREY,V3S0J7,Food Primary,,604
207963,MORGAN CREEK GOLF COURSE,3500 MORGAN CREEK WAY,,SURREY,V3S0J7,Liquor Primary,,28
208019,MORRIS J. WOSK CENTRE FOR DIALOGUE,580 WEST HASTINGS,,VANCOUVER,V6B5K3,Food Primary,,1629
121201,MOUNT LAYTON HOTSPRINGS RESORT,LAKELSE LAKE,,TERRACE,V8G4B5,Liquor Primary,,100
121216,MOUNT LAYTON HOTSPRINGS RESORT,LAKELSE LAKE,,TERRACE,V8G4B5,Food Primary,,417
125142,MOUNTAIN MEADOW GOLF CLUB,Highway 43,,ELKFORD,V0B1H0,Liquor Primary,,146
113912,MOUNTAIN RANGE CHALET,4141 QUARRY RD,,PORT COQUITLAM,V3B1B5,Food Primary,,397
300547,MOXIE'S CLASSIC GRILL,10608 - 151A ST,,SURREY,V3R1J8,Food Primary,,190
216826,MOXIE'S CLASSIC GRILL,1730 COOPER ROAD,,KELOWNA,V1Y8V5,Food Primary,,338
205767,MR MIKES Steakhouse Casual ,32-2991 LOUGHEED HWY,,COQUITLAM,V3B6J6,Food Primary,,167
187241,MR. MIKE'S GRILL (450 REID ST.),450 REID ST,,QUESNEL,V2J2M6,Food Primary,,110
175539,MR. PICKWICK'S FISH & CHIPS,12884 96TH AVE,,SURREY,V3V6A8,Food Primary,,50
185552,MR. SUSHI,1250 A Lynn Valley Rd,,NORTH VANCOUVER,V7J2A3,Food Primary,,18
138167,MRS. RICHES DINNER CLUB CAFE,199 FRASER ST,,NANAIMO,V9R5C1,Food Primary,,160
207571,MT. FUJI SUSHI RESTAURANT,5198 48TH AVE,,DELTA,V4K1W3,Food Primary,,24
114146,MT. SEYMOUR RESORTS (CAFETERIA),1700 MT  SEYMOUR RD,MT  SEYMOUR PROV  PARK LOT 4,NORTH VANCOUVER,V7G1L3,Food Primary,,367
306622,MTL MontREAL Food,101 - 1851 Kirschner Rd.,,KELOWNA,V1Y4N7,Food Primary,,100
211304,MUI GARDEN RESTAURANT (MINORU BLVD),"#6, 5960 MINORU BLVD",,RICHMOND,V6X3J3,Food Primary,,110
210824,MUI GARDEN RESTAURANT (VICTORIA DR),5797 VICTORIA DR,,VANCOUVER,V5P3W5,Food Primary,,95
214279,MURRAY RIDGE SKI AREA,CHALET DR,,FORT ST. JAMES,V0J1P0,Food Primary,,283
308427,MV Beta Star,900 Quayside Dr,,NEW WESTMINSTER,V3M6G1,Food Primary,,60
184318,MY GREEK TAVERNA,7 - 6450 120TH ST,,SURREY,V3W3M5,Food Primary,,78
203618,MY WINE CELLAR WINE MAKING COMPANY,112-1501 LONSDALE AVE,,NORTH VANCOUVER,V7M2J2,UBrew/UVin,,
164030,MY-CHOSEN CAFE,4492 HAPPY VALLEY RD,,VICTORIA,V9C3Z3,Food Primary,,104
141741,MYKONOS PIZZA & SPAGHETTI HOUSE,329 MAIN ST,,PENTICTON,V2A5B7,Food Primary,,154
37727,MYLORA GOLF COURSE,9911 SIDAWAY RD,,RICHMOND,V6W1C1,Liquor Primary,,254
307313,MYST Asian Fusion,Unit 2 - 6400 Kingsway,,BURNABY,V5E1C5,Food Primary,,98
307785,Ma Baker's Family Restaurant,80 Vic Turner Airport Rd,,DAWSON CREEK,V0C2C0,Food Primary,,60
305680,Ma Maison,10445 Chemainus Rd.,,CHEMAINUS,V0R1K0,Food Primary,,30
195171,Ma Miller's Licensed Liquor Store,2903 Sooke Lake Road,,LANGFORD,V9B4R4,Licensee Retail Store,,
16540,Ma Miller's Pub,2903 SOOKE LAKE RD,,VICTORIA,V9B4R4,Liquor Primary,,147
301336,Ma Now Thai Kitchen,29 - 2755 Lougheed Hwy,,PORT COQUITLAM,V3B5Y9,Food Primary,,47
304633,Maan Farms Winery,790 McKenzie Road,,ABBOTSFORD,V2S7N4,Manufacturer,Winery,0
44300,Maar's Burger Bar,6-4125 Columbia Valley Rd,,CULTUS LAKE,V2R5B7,Food Primary,,58
300894,Mabel Lake Golf & Country Club,3445 Enderby Mabel Lake Rd,,ENDERBY,V0E1V5,Liquor Primary,,58
303381,Mabel Lake Golf & Country Club,3445 Enderby Mabel Lake Road,,ENDERBY,V0E1V5,Food Primary,,230
303294,Mabui Sushi-Izakaya,#8 - 2070 Harvey Ave,,KELOWNA,V1Y8P8,Food Primary,,40
308171,MacKenzie Outpost,Camozzi Rd,"50'58'07""N 118'07'37""W",REVELSTOKE,V0E2S0,Food Primary,,80
306935,Macaloney's Caledonian Distillery,761 Enterprise Cres,,SAANICH,V8Z6P7,Manufacturer,Distillery,0
306936,Macaloney's Caledonian Distillery,761 Enterprise Cres,,VICTORIA,V8Z6P7,Manufacturer,Brewery,0
301109,Macao Doulao,#2228 - 4500 Kingsway,,BURNABY,V5H2A9,Food Primary,,150
135496,Machi Sushi,2583 Cadboro Bay Rd,,VICTORIA,V8R5J1,Food Primary,,48
304629,Mackenzie Common Tavern,3241 2950 Camozzi Road,,REVELSTOKE,V0E2S1,Liquor Primary,,110
303958,Mackenzie Elks Lodge # 547,300 Oslinka Road,,MACKENZIE,V0J2C0,Liquor Primary,Club,65
141981,Mackenzie Golf & Country Club,472 Cicada Road,,MACKENZIE,V0J2C0,Food Primary,,56
160847,Mackenzie Golf & Country Club,472 Cicada Road,,MACKENZIE,V0J2C0,Liquor Primary,,36
306484,Mackenzie Room,415 Powell St.,,VANCOUVER,V6A1G7,Food Primary,,50
307255,Mad Italian Pizza Company,100-20728 Willoughby Town Centre Dr,,LANGLEY,V2Y0P3,Food Primary,,40
306508,Mad Laboratory Distilling ,119 - 618 East Kent Avenue S.,,VANCOUVER,V5E0B1,Manufacturer,Distillery,0
304306,Mad Rona's Coffee Bar,B - 500 North Rd,,GABRIOLA ISLAND,V0R1X0,Food Primary,,69
191313,Mad Trapper Pub,1203 9th St S,,GOLDEN,V0A1H0,Licensee Retail Store,,
307068,Made In India,112-1677 Commerce Ave,,KELOWNA,V1X8A9,Food Primary,,50
308625,Made In India ,105-9685 Highway 97N,,LAKE COUNTRY,V8V1P5,Food Primary,,50
306237,Madeira Corner Cafe,6-12808 Madeira Park,,MADEIRA PARK,V0N2H0,Food Primary,,49
300935,Madras Club house,130  13737  72 Ave,,SURREY,V3W2P2,Food Primary,,44
304974,Madras Maple Cafe,1535 Ogilvie St. S.,,PRINCE GEORGE,V2N1W7,Food Primary,,46
142828,Maenam,1938 4th Ave W,,VANCOUVER,V6J1M5,Food Primary,,72
300036,Magic Charm,1601 Bayshore Drive,Charter Dock,VANCOUVER,V6G2V4,Liquor Primary,,225
308313,Magnet Cafe,309 Pender St. W,,VANCOUVER,V6B1T3,Food Primary,,90
19488,Magnetiq Club Lounge,27 Church Street,,NEW WESTMINSTER,V3L2Y6,Liquor Primary,,350
184041,Magnolia Hotel,623 Courtney Street,,VICTORIA,V8W1B8,Liquor Primary,,24
184056,Magnolia Hotel,623 Courtney Street,,VICTORIA,V8W1B8,Food Primary,,155
303494,Magnum Consultants Ltd./Consultants Magnum Ltee,,,,,Agent,,
305602,Magpie Cellars,3897 Casorso Road,,KELOWNA,V1W4R6,Manufacturer,Winery,0
304695,Magpie's Diner,6762 Cranberry Street,,POWELL RIVER,V8A3Z4,Food Primary,,50
181385,Maguro Maki Japanese Restaurant,141 10090 152ND ST,,SURREY,V3R8X8,Food Primary,,76
301831,Maguroguy Asian Cuisine,Unit 320  2670  152nd Street,,SURREY,V4P1M8,Food Primary,,99
308317,Maharaja Catering Ltd.,407-8148 128 St,,SURREY,V3W1R1,Food Primary,,220
120893,Mahek Restaurant & Lounge,9470 120th Street,,SURREY,V3V4B9,Food Primary,,108
102172,Mahle House Restaurant,2104 Hemer Rd,,NANAIMO,V9X1L8,Food Primary,,85
111318,Mahony & Sons,601 STAMPS LANDING,,VANCOUVER,V5Z3Z1,Food Primary,,655
304763,Mahony & Sons Public House,"Unit 36, 1055 Canada Place",,VANCOUVER,V6C0C3,Liquor Primary,,548
301981,Mai Thai Restaurant,1238 5th Ave.,,PRINCE GEORGE,V2L3L2,Food Primary,,79
303280,Mai's Vietnamese Restaurant,103 - 20378  88 Ave.,,LANGLEY,V1M2Y4,Food Primary,,55
214698,Main Cafe,4210 Main St,,VANCOUVER,V5V3P9,Food Primary,,79
302548,Main St Noodles,114 4368 Main Street,,WHISTLER,V8E1B6,Food Primary,,26
305935,Main Street Brewing Company,261 East 7th Avenue,,VANCOUVER,V5T0B8,Manufacturer,Brewery,0
14941,"Main Street, The Club",9282 Main Street,,CHILLIWACK,V2P4M5,Liquor Primary,,285
308578,Mainland Whisky Ltd.,107 - 3425 189th Street,,SURREY,V3Z1A7,Manufacturer,Distillery,0
300605,Maintenance Detachment Aldergrove (Matsqui),35354 Fore Rd,,ABBOTSFORD,V3G1R6,Liquor Primary,,70
202745,Majestic U-Brew & Wine,105  400 Laurie St,,INVERMERE,V0A1K0,UBrew/UVin,,
128033,Major League 2 Sports Pub & Restaurant,45768 Gaetz St,,SARDIS,V2R4E5,Liquor Primary,,312
186247,Mak N Ming,1629 Yew Street,,VANCOUVER,V6K3E6,Food Primary,,47
304023,Maki Sushi Restaurant & Sushi Bar,12-515 Harvey Ave,,KELOWNA,V1Y6C7,Food Primary,,19
303271,Makoto Japanese Restaurant,5213 Rumble Street,,BURNABY,V5J2B7,Food Primary,,38
304089,Mal Li Jang Sung,13648 105A Ave,,SURREY,V3T2B3,Food Primary,,92
305949,Malahat Chalet,265 Trans Canada Hwy,,MALAHAT,V0R2L0,Food Primary,,100
300352,Malinda Distributors Inc.,,,,,Agent,,
1748,Malone's Bar & Grill - Downtown,515 SEYMOUR ST,,VANCOUVER,V6B3H6,Liquor Primary,,150
171534,Malone's Bar & Grill - Downtown ,515 Seymour St,,VANCOUVER,V6B3H6,Food Primary,,125
306372,Mama Sita's Cafe,5709 Highway 6,,WINLAW,V0G2J0,Food Primary,,100
306475,Mama's Japanese Kitchen,101-12808 Madeira Park Rd,,MADEIRA PARK,V0N2H0,Food Primary,,52
306209,Man Ri Sung Korean Restaurant,3600 - 4151 Hazelbridge Way,,RICHMOND,V6X4J7,Food Primary,,100
304880,Manchester Pub & Eatery,1941 West Broadway Street,,VANCOUVER,V6J1Z3,Liquor Primary,,200
302401,Mandarin Garden Buffet Restaurant,45295 Luckakuck Way,,CHILLIWACK,V2R3C7,Food Primary,,225
142661,Mandarin Gardens Seafood Restaurant,101 - 31549 S Fraser Way,,ABBOTSFORD,V2T1T8,Food Primary,,188
308744,Mandarin House Restaurant,1 - 201 4th Street,,NANAIMO,V9R1T3,Food Primary,,60
41576,Mandarin Palace Seafood Restaurant,32793 Lougheed Hwy,,MISSION,V2V1A8,Food Primary,,132
111481,Mangia E Bevi Ristorante,2220 Marine Drive,,WEST VANCOUVER,V7V1K4,Food Primary,,100
306632,Mangia E. Scappa Pizzeria,23238 Mavis Ave.,,LANGLEY,V1M2S4,Food Primary,,59
307191,Mangia-Cucina & Bar,2211 Manitoba St,,VANCOUVER,V5Y3A3,Food Primary,,25
308137,Mango Thai Restaurant,143-2401 Millstream Rd,,VICTORIA,V9B3R5,Food Primary,,50
304345,Manhattan's Steak House,22070 48A Ave,,LANGLEY,V3A8G3,Food Primary,,86
305961,Manna Sushi,6 E 2nd Ave,,VANCOUVER,V5T1B1,Food Primary,,50
206095,Manvirro's Indian Grill,1-450 Ryan Rd,,COURTENAY,V9N7R6,Food Primary,,84
304727,Manvirro's Indian Grill,1045B Terminal Ave N,,NANAIMO,V9S4K3,Food Primary,,82
302449,Manzo Itamae Japanese Restaurant,Unit 120 9020 Capstan Way,,RICHMOND,V6X3V9,Food Primary,,98
210206,Maojiaohuola,190-6451 Buswell St,,RICHMOND,V6Y2G4,Food Primary,,62
307708,Maple Creek Winery,Unit 105 - 16055 Fraser Hwy.,,SURREY,V4N0G2,Manufacturer,Winery,0
303945,Maple Grill,1967 West Broadway,,VANCOUVER,V6J1Z3,Food Primary,,84
305749,Maple Leaf Indian Cuisine,11956-207 St,,MAPLE RIDGE,V2X1X7,Food Primary,,107
301635,Maple Leaf Spirits Inc.,948 Naramata Road,,PENTICTON,V2A8V1,Manufacturer,Distillery,0
306329,Maple Meadows Brewing Company,22775 Dewdney Trunk Road,,MAPLE RIDGE,V2X3K4,Manufacturer,Brewery,0
302129,Maple Palace Chinese Restaurant,9800 McDonald Park Road,,SIDNEY,V8L5W5,Food Primary,,110
195307,Maple Ridge Liquor Store,20690 Lougheed Hwy,,MAPLE RIDGE,V2X2P8,Licensee Retail Store,,
306274,Maple Sushi,22282 Dewdney Trunk Rd,,MAPLE RIDGE,V2X3H9,Food Primary,,45
73090,Maple Sushi ,2385 KING GEORGE HWY,,SURREY,V4A5A4,Food Primary,,80
162488,Maplewood Taphouse & Eatery,1970 Spicer Rd,,NORTH VANCOUVER,V7H1A2,Liquor Primary,,210
24791,Maria's Taverna,2324 4th Ave W,,VANCOUVER,V6K1P1,Food Primary,,52
301856,Marichel Vineyard and Winery,1016 Littlejohn Road,,NARAMATA,V0H1N0,Manufacturer,Winery,0
301851,Marina Bay Steakhouse and Bar,102 Martin St.,,SICAMOUS,V0E2V0,Food Primary,,110
300555,Marina Bay Steakhouse and Bar,102 Martin Street,,SICAMOUS,V0E2V0,Liquor Primary,,40
138193,Marine Bay Restaurant ,8511 Alexandra Road,,RICHMOND,V6X1C3,Food Primary,,252
71030,Marine Drive Golf Club ,7425 Yew St,,VANCOUVER,V6P6H1,Liquor Primary,Club,226
166001,Marine Drive Golf Club ,7425 Yew St,,VANCOUVER,V6P6H1,Food Primary,,473
195282,Marine Drive Liquor Store,15545/15547 Marine Dr,,WHITE ROCK,V4B1C9,Licensee Retail Store,,
195218,Marine Gateway Liquor Store,460 SW Marine Drive,,VANCOUVER,V5X0C4,Licensee Retail Store,,
307534,Mariner Brewing,1100H Lansdowne Drive ,,COQUITLAM,V3B5E2,Manufacturer,Brewery,0
302229,Mario's Kitchen,1105  56th Street,,DELTA,V4L2A2,Food Primary,,125
306094,Marionette Winery,2540 40 Street NE,,SALMON ARM,V1E1Z3,Manufacturer,Winery,0
306870,Mark Anthony Group Inc.,,,,,Agent,,
308216,Marmalade Cat Cafe,103-2903 Pandosy St,,KELOWNA,V1Y1W1,Food Primary,,50
139087,Marpole Curling Club,8730 Heather St,,VANCOUVER,V6P3S8,Liquor Primary,Club,135
302895,Marquis Wine Cellar,1034 Davie Street,,VANCOUVER,V6E1M3,Wine Store,,
303036,Marram Fine Wines Ltd.,,,,,Agent,,
307564,"Marshall, Peter",,,,,Agent,,
308308,Marta Cafe & Pantry,101-1600 Bay St,,VICTORIA,V8R2B6,Food Primary,,30
301338,Marten Brewing Company,2933 30th Avenue,,VERNON,V1T2B8,Liquor Primary,,396
306542,Marten Brewing Company Ltd,2933 30th Avenue,,VERNON,V1T2B8,Manufacturer,Brewery,0
195243,Martin Street Liquor Merchants,333 Martin St.,,PENTICTON,V2A5K7,Licensee Retail Store,,
307010,Martin's Lane Winery,5437 Lakeshore Road,,KELOWNA,V1W4S5,Manufacturer,Winery,0
300791,Martine's Bistro,1754 Beaufort Ave,,COMOX,V9M1R6,Food Primary,,100
217086,Maru Japanese Restaurant,105-20631 Fraser Highway,,LANGLEY,V3A4G4,Food Primary,,70
306948,Maru Korean Bistro,125 2nd St E,,NORTH VANCOUVER,V7L1C2,Food Primary,,131
305063,Maru Sushi,1 - 45540 Market Way,,CHILLIWACK,V2R0M5,Food Primary,,66
305594,Maru Sushi,124 - 1900 North Parallel Road,,ABBOTSFORD,V3G2C6,Food Primary,,65
302197,Marulilu Cafe,451 West Broadway ,,VANCOUVER,V5Y1R4,Food Primary,,36
304620,Marutama Ra-Men,270 Robson St.,,VANCOUVER,V6B6A1,Food Primary,,44
308126,Marutama Ra-Men (No. 3 Road),2780 No. 3 Rd,,RICHMOND,V6X2B3,Food Primary,,50
211592,Marutama Ra-Men Metrotown,5278 Kingsway,,BURNABY,V5H2E9,Food Primary,,60
